0,0.011972407665891
1,0.024003889271911
2,0.036096103908195
3,0.048332683695219
4,0.060622615688446
5,0.072784123166184
6,0.085017904378091
7,0.09732128533274
8,0.109760134339384
9,0.122029941508503
10,0.134648689365588
11,0.147416399815489
12,0.160150785647243
13,0.172809649452971
14,0.185472752142835
15,0.198115869785416
16,0.210755207376481
17,0.223539921980951
18,0.236716813891569
19,0.249753774007686
20,0.262846344029585
21,0.275892714772346
22,0.28910561136979
23,0.302561364122625
24,0.316267618215427
25,0.330228831313449
26,0.344528225322573
27,0.359102891555875
28,0.373876116845694
29,0.388161493670218
30,0.402073948965487
31,0.415624667916092
32,0.429098096359978
33,0.442704449525378
34,0.456078663771478
35,0.469263310257232
36,0.482652790563474
37,0.495767901117644
38,0.509162419466822
39,0.522115865968902
40,0.534414846992205
41,0.54673910938899
42,0.558601731475082
43,0.570558481097998
44,0.582558278944246
45,0.594281260943993
46,0.606485661675106
47,0.619248373584217
48,0.632566816877325
49,0.645465476941437
50,0.657781209913299
51,0.67001890791492
52,0.682313179066961
53,0.695142175577171
54,0.7085789794544
55,0.721927043279804
56,0.735276802658862
57,0.748588901299586
58,0.76215990612151
59,0.775465398787961
60,0.788350931985072
61,0.801247550092095
62,0.813739799922968
63,0.825910237924344
64,0.837829621555707
65,0.849088067433592
66,0.8600672574478
67,0.87049559003511
68,0.880579062810006
69,0.890422079944542
70,0.899984042348441
71,0.909820857646045
72,0.918132008903761
73,0.925212176053993
74,0.932133179941843
75,0.939051491606507
76,0.94545162323495
77,0.951036321178022
78,0.95620089252729
79,0.960947017643276
80,0.965434127187504
81,0.969520396301088
82,0.973273404040069
83,0.976767453941198
84,0.979927713746691
85,0.982727121447867
86,0.985373537337327
87,0.987726701448896
88,0.989929389731591
89,0.991812119747027
90,0.993462112233719
91,0.994885875929888
92,0.996065932655213
93,0.997043856899115
94,0.997843006584427
95,0.998455317196098
96,0.998925319807251
97,0.999285111430878
98,0.999538994762274
99,0.999697717423796
100,1
